Neighborhood,Year,Season,Property Type,Bedrooms,Bathrooms,Year Built,Renovation Year,Garage Type,Square Footage (House),Square Footage (Land),Basement,Legal Units,Market Price
Maillardville,2013,Fall,Condo,4,3,1984,,Triple,2897,4141,Finished,1,1184066.42
Maillardville,2013,Winter,Triplex,4,1,1988,2009.0,Triple,3126,6699,Not Finished,0,2707978.5
Maillardville,2014,Spring,Duplex,1,2,2012,,Single,2328,5904,Finished,1,1546154.26
Maillardville,2014,Summer,Duplex,2,3,2007,,Single,2485,8267,Finished,1,1271206.45
Maillardville,2014,Fall,Townhouse,5,2,1976,,None,1009,2312,Finished,2,2401710.14
Maillardville,2014,Winter,Triplex,5,1,1973,2011.0,None,2301,1371,Not Finished,2,3260536.19
Maillardville,2015,Spring,Triplex,5,3,2018,,None,1630,2369,Finished,1,2607905.92
Maillardville,2015,Summer,Duplex,2,3,1985,,Triple,3002,7292,Not Finished,2,3375243.46
Maillardville,2015,Fall,Townhouse,3,1,1964,1999.0,Triple,2300,3465,Not Finished,0,2316492.12
Maillardville,2015,Winter,Duplex,2,3,1999,2018.0,Triple,1877,7838,Finished,2,2619852.88
Maillardville,2016,Spring,Triplex,5,3,1986,,None,3691,7252,Not Finished,2,3044737.74
Maillardville,2016,Summer,House,3,2,1957,,None,685,9119,Not Finished,1,3465038.59
Maillardville,2016,Fall,Triplex,5,2,1973,2001.0,Double,4533,5780,Not Finished,2,2907127.5
Maillardville,2016,Winter,Townhouse,4,2,1967,,None,864,7467,Finished,0,1762994.17
Maillardville,2017,Spring,House,4,2,2000,2011.0,Single,788,8126,Not Finished,2,4619715.65
Maillardville,2017,Summer,Condo,4,2,1997,2019.0,Triple,1172,2676,Not Finished,1,2017531.42
Maillardville,2017,Fall,House,5,3,1962,1987.0,Double,3191,2119,Not Finished,1,5314638.44
Maillardville,2017,Winter,Condo,4,3,1974,2011.0,None,777,2821,Not Finished,2,910334.3549999999
Maillardville,2018,Spring,Triplex,5,1,2018,,Single,4742,8623,Not Finished,2,1722758.61
Maillardville,2018,Summer,House,1,1,1963,,Triple,2033,4729,Finished,2,2623415.96
Maillardville,2018,Fall,Condo,3,2,1965,1979.0,Triple,3412,7475,Finished,1,1081024.96
Maillardville,2018,Winter,Triplex,1,3,1954,,None,1156,6630,Not Finished,1,1468960.61
Maillardville,2019,Spring,Condo,1,1,2003,2017.0,None,1438,5909,Finished,0,2180151.56
Maillardville,2019,Summer,Townhouse,4,1,2000,2015.0,Triple,2710,3267,Not Finished,2,2567714.39
Maillardville,2019,Fall,House,2,1,1964,,Single,683,2729,Finished,0,2631665.22
Maillardville,2019,Winter,Townhouse,5,1,1982,2000.0,None,2659,2731,Not Finished,2,1236071.284
Maillardville,2020,Spring,Condo,3,1,1957,1976.0,Single,658,7177,Not Finished,2,1955504.77
Maillardville,2020,Summer,Condo,4,3,2000,,Single,1111,2421,Finished,1,1889111.78
Maillardville,2020,Fall,House,3,1,1998,,None,4504,5061,Finished,1,2367575.736
Maillardville,2020,Winter,Townhouse,1,3,2000,,Single,771,7321,Not Finished,2,3752360.0039999997
Maillardville,2021,Spring,Townhouse,3,3,1970,,Single,1909,7800,Not Finished,0,2337272.748
Maillardville,2021,Summer,Triplex,1,2,1981,1994.0,Double,2041,6646,Finished,0,5652936.671999999
Maillardville,2021,Fall,Triplex,1,2,1994,2021.0,Single,4579,4572,Finished,1,2570858.832
Maillardville,2021,Winter,Condo,2,3,1953,,None,3165,8828,Finished,0,965219.1108
Maillardville,2022,Spring,House,2,1,2021,,Triple,650,2102,Finished,1,2093309.676
Maillardville,2022,Summer,Townhouse,2,2,2004,2015.0,Single,2275,5277,Not Finished,1,3804937.164
Maillardville,2022,Fall,Duplex,3,3,1996,,Single,4034,1154,Finished,0,4223009.05
Maillardville,2022,Winter,Duplex,1,2,2018,,Double,3969,2292,Not Finished,0,3046614.9
Maillardville,2023,Spring,Townhouse,5,3,1978,2022.0,None,1410,9691,Not Finished,2,3220809.55
Maillardville,2023,Summer,Townhouse,3,1,1962,2004.0,Double,602,4718,Not Finished,0,1685477.85
Maillardville,2023,Fall,Duplex,2,1,2018,,Double,3062,2485,Not Finished,1,3451231.22
Maillardville,2023,Winter,Duplex,4,1,1977,,Single,3844,4114,Not Finished,1,2008128.63
Ladner,2004,Spring,Duplex,1,1,1972,2020.0,Triple,2708,8153,Finished,1,1747623.68
Ladner,2004,Summer,Triplex,4,2,1978,2001.0,Single,723,1414,Finished,0,2031588.5
Ladner,2004,Fall,Triplex,5,2,1952,2006.0,None,1269,2501,Finished,0,1944176.23
Ladner,2004,Winter,Duplex,4,2,1984,1997.0,None,685,1919,Not Finished,0,2366975.63
Ladner,2005,Spring,Triplex,2,3,2014,,Double,3993,1780,Finished,2,2032707.48
Ladner,2005,Summer,Triplex,2,3,1956,,Single,3859,9595,Finished,2,2656159.6
Ladner,2005,Fall,Condo,5,3,1995,,Triple,699,5362,Not Finished,0,363560.0
Ladner,2005,Winter,Triplex,2,3,2006,,Triple,529,6804,Finished,2,1620402.95
Ladner,2006,Spring,Duplex,2,1,1984,,Double,2831,7236,Finished,1,1718320.16
Ladner,2006,Summer,House,5,1,1952,2018.0,None,2228,3617,Finished,1,2217106.74
Ladner,2006,Fall,House,3,2,1973,,None,1323,6841,Not Finished,1,731940.29
Ladner,2006,Winter,Triplex,2,3,1953,1970.0,Double,2806,2041,Not Finished,2,2311599.42
Ladner,2007,Spring,Triplex,1,3,2006,,Single,4624,2151,Not Finished,1,1730494.31
Ladner,2007,Summer,Townhouse,1,1,1992,2020.0,Double,3888,6942,Finished,0,584382.81
Ladner,2007,Fall,Townhouse,3,1,2013,,Triple,1727,9385,Not Finished,2,1041470.85
Ladner,2007,Winter,Triplex,1,1,1954,1981.0,Single,2333,7870,Finished,2,1399769.76
Ladner,2008,Spring,Duplex,2,3,2002,2021.0,None,4120,7162,Not Finished,2,2072701.51
Ladner,2008,Summer,Triplex,5,2,1996,,Triple,1564,6195,Finished,2,1206253.15
Ladner,2008,Fall,Condo,3,1,1974,,Single,592,8125,Not Finished,2,1170308.64
Ladner,2008,Winter,Condo,4,3,1993,2008.0,Triple,1746,6099,Finished,1,373075.89
Ladner,2009,Spring,House,5,3,1950,,Triple,2518,4816,Not Finished,2,3157603.57
Ladner,2009,Summer,House,5,3,2018,,Single,3384,9253,Not Finished,0,2536620.49
Ladner,2009,Fall,Condo,2,2,1978,1989.0,None,1088,6393,Not Finished,2,783740.64
Ladner,2009,Winter,Townhouse,3,1,1973,,Double,2220,8989,Not Finished,2,2285405.88
Ladner,2010,Spring,Triplex,3,2,2023,,Triple,4085,7735,Finished,0,1525716.01
Ladner,2010,Summer,Duplex,2,1,1969,1987.0,Single,1143,1103,Finished,1,1614280.61
Ladner,2010,Fall,Condo,2,3,2016,,Double,4711,1081,Not Finished,2,978395.31
Ladner,2010,Winter,Duplex,2,2,1969,,Single,2179,2384,Finished,1,1889666.86
Ladner,2011,Spring,House,3,2,1992,2013.0,None,4706,2881,Finished,2,2269536.84
Ladner,2011,Summer,House,5,3,1975,,Double,3522,6165,Not Finished,0,4227710.05
Ladner,2011,Fall,House,3,1,1959,,Single,4775,9119,Not Finished,2,1968703.87
Ladner,2011,Winter,Condo,1,2,1973,,None,2221,7261,Finished,1,452414.94
Ladner,2012,Spring,Townhouse,4,3,1977,,Single,3264,1996,Finished,2,1058969.38
Ladner,2012,Summer,Condo,3,1,1950,2010.0,None,4052,8802,Not Finished,0,1051365.08
Ladner,2012,Fall,Duplex,5,3,1991,,Single,536,2777,Finished,0,1398637.002
Ladner,2012,Winter,Triplex,4,2,1960,,Triple,701,9213,Not Finished,0,1987019.48
Ladner,2013,Spring,Condo,2,1,2023,,Double,1228,4054,Not Finished,2,623329.71
Ladner,2013,Summer,Duplex,1,1,1978,2003.0,Single,4195,5964,Not Finished,2,1316201.9
Ladner,2013,Fall,House,2,3,1981,1994.0,Single,4664,4959,Not Finished,2,4086641.52
Ladner,2013,Winter,Triplex,5,2,1950,1984.0,None,790,1661,Not Finished,2,3358436.24
Ladner,2014,Spring,Condo,3,1,2014,,Double,1523,8334,Finished,1,972784.4
Ladner,2014,Summer,Condo,3,2,1970,2020.0,Single,4799,4829,Finished,0,515130.12
Ladner,2014,Fall,Townhouse,2,1,1988,2010.0,Triple,2032,9605,Not Finished,0,1628923.21
Ladner,2014,Winter,House,1,2,1957,,None,4929,1502,Not Finished,1,2397124.0579999997
Ladner,2015,Spring,Townhouse,3,3,1953,,Triple,1653,3682,Finished,0,1036400.71
Ladner,2015,Summer,House,2,2,2016,,None,4714,5395,Not Finished,0,3838238.14
Ladner,2015,Fall,Townhouse,4,1,1954,1973.0,None,588,4419,Finished,0,1630343.17
Ladner,2015,Winter,Duplex,2,2,1960,1986.0,Double,3983,5589,Finished,2,2745402.4
Ladner,2016,Spring,Triplex,1,2,2000,2017.0,Single,4514,6219,Finished,2,2757427.75
Ladner,2016,Summer,Condo,3,1,1957,,Double,2984,2844,Finished,0,1483794.31
Ladner,2016,Fall,Townhouse,1,1,2018,,Single,3623,5651,Finished,0,874463.48
Ladner,2016,Winter,House,4,3,1997,2022.0,Single,620,5045,Finished,2,2894954.54
Ladner,2017,Spring,Townhouse,3,2,2010,2021.0,Double,752,2371,Finished,0,1125247.52
Ladner,2017,Summer,House,2,3,1987,2014.0,None,2928,1391,Finished,0,3071630.66
Ladner,2017,Fall,House,4,2,1987,,Single,4060,7435,Not Finished,0,4510026.24
Ladner,2017,Winter,House,1,1,2008,2020.0,Single,4830,3631,Not Finished,1,2082630.45
Ladner,2018,Spring,Condo,2,2,1982,2022.0,Double,3788,4841,Not Finished,2,1402155.39
Ladner,2018,Summer,Triplex,1,3,1958,1971.0,Double,3977,8623,Finished,2,2763706.51
Ladner,2018,Fall,Duplex,1,3,2015,,Triple,4375,4004,Finished,0,3042946.59
Ladner,2018,Winter,Townhouse,1,3,1968,1992.0,Single,3758,7028,Finished,0,2555758.0
Ladner,2019,Spring,Condo,4,1,2006,,Double,1925,2912,Finished,0,2069531.47
Ladner,2019,Summer,Townhouse,1,2,1960,,Single,2617,8437,Finished,2,3070826.96
Ladner,2019,Fall,House,2,1,1958,2022.0,Double,4191,4169,Finished,0,4024114.98
Ladner,2019,Winter,House,3,3,2005,,Double,1848,8190,Not Finished,0,2212423.77
Ladner,2020,Spring,Condo,4,3,1980,2020.0,None,2326,3828,Finished,0,1063337.24
Ladner,2020,Summer,Triplex,5,3,1967,,None,3486,4876,Finished,0,3395886.76
Ladner,2020,Fall,Duplex,3,2,2017,,Single,1946,9143,Finished,1,2611134.72
Ladner,2020,Winter,House,1,1,1998,,Single,1599,6343,Not Finished,2,9461200.5852
Ladner,2021,Spring,Condo,5,3,2017,,Double,3303,1448,Not Finished,1,1785336.1919999998
Ladner,2021,Summer,Condo,2,3,1961,1981.0,Triple,4454,8077,Finished,0,2127322.5
Ladner,2021,Fall,Duplex,3,2,1974,2022.0,Double,2172,6931,Not Finished,1,3984325.3559999997
Ladner,2021,Winter,House,1,1,1958,,Triple,743,7660,Not Finished,0,5377287.064799999
Ladner,2022,Spring,Townhouse,4,2,1952,1997.0,None,1210,6976,Not Finished,2,4489887.492
Ladner,2022,Summer,Duplex,5,3,1974,2008.0,None,2393,2318,Not Finished,0,4306455.888
Ladner,2022,Fall,Townhouse,5,3,1954,,None,1225,5840,Not Finished,0,1357680.3
Ladner,2022,Winter,House,3,3,1982,,None,2783,5292,Finished,2,3937262.47
Ladner,2023,Spring,Townhouse,3,1,1984,,Triple,3226,9549,Finished,1,3159711.16
Ladner,2023,Summer,Triplex,5,1,2022,,None,1220,7410,Finished,2,3688859.21
Ladner,2023,Fall,Condo,1,2,1996,,Single,847,8204,Finished,2,683349.84
Ladner,2023,Winter,House,3,2,1950,1992.0,Triple,3641,5457,Not Finished,0,2484464.16
North Delta,2004,Spring,Duplex,5,3,2022,,Triple,3399,1830,Not Finished,1,864626.07
North Delta,2004,Summer,Triplex,3,2,2001,2012.0,Single,3288,9570,Finished,1,2314674.11
North Delta,2004,Fall,Duplex,3,2,1963,2014.0,Double,784,4231,Finished,2,1844776.16
North Delta,2004,Winter,Condo,2,2,1981,2017.0,Double,4368,6978,Not Finished,0,1084808.41
North Delta,2005,Spring,Townhouse,2,3,1994,,Double,828,2610,Not Finished,0,660922.55
North Delta,2005,Summer,House,3,3,2018,,Double,1670,4672,Not Finished,0,2122238.34
North Delta,2005,Fall,Triplex,2,2,2023,,Double,2127,8344,Not Finished,1,2482698.4
North Delta,2005,Winter,Condo,1,2,2016,,None,2421,4898,Finished,0,487763.97
North Delta,2006,Spring,Condo,3,2,2003,,Triple,825,1613,Finished,0,659694.34
North Delta,2006,Summer,Triplex,5,1,1962,,Triple,3031,1632,Not Finished,1,2074206.77
North Delta,2006,Fall,Triplex,2,1,1959,2022.0,Single,3639,1331,Finished,2,1848176.19
North Delta,2006,Winter,House,5,1,2011,2022.0,Double,3105,9331,Not Finished,2,2626841.67
North Delta,2007,Spring,Condo,3,3,1975,1988.0,None,3021,3034,Not Finished,1,1202519.31
North Delta,2007,Summer,Condo,3,3,2010,2023.0,Triple,2743,9841,Finished,0,1107232.21
North Delta,2007,Fall,Triplex,3,2,1961,,Single,994,4680,Not Finished,1,1876292.61
North Delta,2007,Winter,Triplex,4,1,1984,2016.0,Triple,4803,3029,Not Finished,2,2088002.23
North Delta,2008,Spring,Duplex,3,3,1976,1998.0,None,4757,5135,Finished,2,1377960.86
North Delta,2008,Summer,Condo,4,2,1981,,Single,2168,2735,Not Finished,0,1355536.27
North Delta,2008,Fall,Condo,5,1,1958,1983.0,None,3000,4995,Finished,0,571129.26
North Delta,2008,Winter,Duplex,1,1,1959,2016.0,None,4269,3900,Not Finished,0,865180.64
North Delta,2009,Spring,Condo,4,1,1960,1999.0,Triple,1775,4710,Not Finished,2,414638.26
North Delta,2009,Summer,Townhouse,2,1,2004,2023.0,Double,3065,4743,Finished,1,896645.03
North Delta,2009,Fall,Townhouse,3,2,1984,1997.0,None,2298,4033,Not Finished,0,2388476.78
North Delta,2009,Winter,Triplex,4,3,1954,,Triple,3528,1892,Finished,2,2597069.78
North Delta,2010,Spring,Townhouse,5,2,2010,,Triple,4463,3775,Not Finished,1,1146938.9
North Delta,2010,Summer,Triplex,1,3,1985,,Triple,4373,2750,Not Finished,0,2654799.65
North Delta,2010,Fall,Triplex,1,1,1985,2006.0,Double,3370,3028,Not Finished,2,1025023.78
North Delta,2010,Winter,Townhouse,4,2,1951,,Single,4003,5123,Finished,1,2400411.41
North Delta,2011,Spring,Condo,4,2,1968,2014.0,Triple,4697,6923,Finished,0,826794.3
North Delta,2011,Summer,Duplex,2,2,1997,2015.0,Triple,4916,8138,Not Finished,0,3202345.38
North Delta,2011,Fall,Condo,1,2,1997,,Single,2783,9463,Not Finished,1,1454175.41
North Delta,2011,Winter,Condo,3,1,1954,1988.0,None,3149,9112,Not Finished,2,446917.09
North Delta,2012,Spring,Duplex,1,1,2000,,Triple,3672,8666,Finished,2,1000837.85
North Delta,2012,Summer,Triplex,5,1,1976,1987.0,None,2268,7033,Finished,0,2108823.69
North Delta,2012,Fall,Duplex,5,3,1975,,None,2533,1669,Not Finished,2,843759.924
North Delta,2012,Winter,Townhouse,2,2,1981,,Single,2847,9598,Finished,1,1000318.75
North Delta,2013,Spring,Townhouse,1,1,1985,,Triple,602,6371,Finished,0,2705875.6
North Delta,2013,Summer,Triplex,3,1,1999,,Triple,4241,5125,Not Finished,1,1197169.09
North Delta,2013,Fall,Triplex,2,3,1996,,Double,1722,9381,Finished,0,3140284.74
North Delta,2013,Winter,Duplex,1,1,1957,,Double,547,6966,Finished,0,3220400.71
North Delta,2014,Spring,Triplex,4,2,1992,,Double,2307,2260,Not Finished,1,1357625.43
North Delta,2014,Summer,Townhouse,3,3,1962,,Triple,985,5304,Not Finished,1,2558963.47
North Delta,2014,Fall,Triplex,5,2,1983,2005.0,None,4920,6946,Finished,0,2222063.36
North Delta,2014,Winter,Triplex,3,2,1984,1998.0,Single,953,1793,Finished,1,2885291.32
North Delta,2015,Spring,Duplex,4,3,2009,,Triple,1555,5286,Finished,1,2668240.56
North Delta,2015,Summer,Triplex,4,2,2021,,Single,2890,1858,Finished,2,2556465.36
North Delta,2015,Fall,Duplex,5,1,1990,2009.0,Triple,2017,2342,Finished,1,3758490.02
North Delta,2015,Winter,Duplex,5,2,1974,,Double,1930,4326,Not Finished,0,1631876.64
North Delta,2016,Spring,Duplex,2,3,2015,,Triple,3396,2365,Not Finished,0,1337632.99
North Delta,2016,Summer,Condo,1,1,1996,,Single,4945,8845,Not Finished,1,1038008.51
North Delta,2016,Fall,Duplex,1,1,1952,1982.0,None,702,4651,Finished,1,3104063.7
North Delta,2016,Winter,House,1,2,1982,,Double,1897,5796,Not Finished,1,2454102.82
North Delta,2017,Spring,Condo,1,3,1982,2000.0,Single,1952,4543,Finished,0,1697698.06
North Delta,2017,Summer,Condo,4,3,2008,2023.0,Single,1652,4507,Finished,0,1607590.04
North Delta,2017,Fall,Triplex,2,2,1973,,None,4816,3668,Finished,1,3165912.22
North Delta,2017,Winter,Duplex,3,1,1984,,None,1167,1967,Finished,0,3002515.76
North Delta,2018,Spring,Duplex,5,2,1998,2013.0,Triple,1782,9198,Not Finished,0,3862087.13
North Delta,2018,Summer,House,1,2,1973,2012.0,None,3850,9289,Not Finished,2,1777299.32
North Delta,2018,Fall,Townhouse,3,3,1981,,Single,2310,9399,Finished,1,1975843.1
North Delta,2018,Winter,Triplex,1,3,1997,2018.0,Single,1050,2038,Not Finished,2,3712018.75
North Delta,2019,Spring,House,3,1,1952,,Single,2983,9414,Finished,2,2078054.79
North Delta,2019,Summer,Duplex,4,3,1995,,Triple,2909,5821,Not Finished,2,2903067.46
North Delta,2019,Fall,Triplex,1,1,1951,2023.0,None,1810,1599,Finished,2,3452704.86
North Delta,2019,Winter,House,4,1,1966,,Single,3567,7169,Not Finished,2,2530645.6
North Delta,2020,Spring,House,2,2,1962,,Double,2653,6016,Not Finished,0,4972153.07
North Delta,2020,Summer,Condo,5,3,1992,,Double,1257,5525,Not Finished,1,709117.84
North Delta,2020,Fall,Duplex,5,1,2022,,Triple,4031,2352,Finished,2,4523558.676
North Delta,2020,Winter,Townhouse,5,3,2022,,Double,866,1739,Finished,0,3250053.492
North Delta,2021,Spring,Condo,4,3,2003,,None,4523,4436,Finished,0,2505411.4919999996
North Delta,2021,Summer,Duplex,3,1,2020,,Triple,3486,6873,Not Finished,0,3056979.456
North Delta,2021,Fall,Condo,3,3,1996,2016.0,Triple,2635,6909,Not Finished,1,2438018.364
North Delta,2021,Winter,Townhouse,5,1,1967,,Single,4217,7225,Finished,0,1971049.584
North Delta,2022,Spring,Townhouse,1,2,1983,2005.0,None,3796,1379,Finished,2,4919627.279999999
North Delta,2022,Summer,Condo,3,2,2015,,Triple,1453,9591,Not Finished,2,885600.5160000001
North Delta,2022,Fall,Triplex,1,2,2005,2023.0,None,3903,8356,Finished,1,4613074.33
North Delta,2022,Winter,House,4,3,2012,2022.0,Double,622,2508,Finished,0,3254959.11
North Delta,2023,Spring,House,1,3,1969,1997.0,Triple,2067,5095,Finished,0,6948117.61
North Delta,2023,Summer,Townhouse,3,1,1980,,None,2288,9060,Finished,0,2308639.25
North Delta,2023,Fall,House,4,2,1973,2009.0,Triple,1285,7338,Not Finished,2,1886569.02
North Delta,2023,Winter,Townhouse,4,3,1994,2013.0,None,1876,6969,Finished,2,2055333.6
Tsawwassen,2004,Spring,Triplex,3,2,2012,,None,3921,6862,Finished,0,1126038.36
Tsawwassen,2004,Summer,Condo,4,2,1998,,Single,988,3168,Finished,1,408439.12
Tsawwassen,2004,Fall,Townhouse,5,2,1992,2011.0,None,3854,8028,Finished,0,1781623.92
Tsawwassen,2004,Winter,Townhouse,3,3,2008,,Double,3418,9722,Not Finished,1,960080.9
Tsawwassen,2005,Spring,Duplex,2,1,1968,1985.0,Double,1655,7385,Not Finished,0,1099775.14
Tsawwassen,2005,Summer,Townhouse,2,2,1958,,Single,1661,3561,Not Finished,2,680119.98
Tsawwassen,2005,Fall,Triplex,2,3,1972,,None,4254,6440,Finished,1,981300.09
Tsawwassen,2005,Winter,Townhouse,1,1,1957,,Triple,2217,3048,Finished,0,1972898.32
Tsawwassen,2006,Spring,Townhouse,3,1,2004,2015.0,Single,3631,2786,Not Finished,1,760734.64
Tsawwassen,2006,Summer,Triplex,2,2,1953,,Single,663,6764,Finished,2,1004168.03
Tsawwassen,2006,Fall,Duplex,2,2,2006,2021.0,Double,3002,4094,Not Finished,0,1326522.32
Tsawwassen,2006,Winter,Condo,4,3,1987,2014.0,Double,586,9950,Not Finished,2,1590733.4300000002
Tsawwassen,2007,Spring,Condo,5,2,1971,,Single,2871,7144,Finished,2,356142.52
Tsawwassen,2007,Summer,Condo,3,3,1981,2011.0,Triple,4943,9261,Finished,1,1359546.65
Tsawwassen,2007,Fall,House,4,3,2002,2016.0,None,1463,8815,Not Finished,0,3429945.11
Tsawwassen,2007,Winter,Townhouse,4,2,1964,,None,2652,4877,Finished,1,1031462.62
Tsawwassen,2008,Spring,Condo,1,3,1957,1996.0,Triple,4484,9187,Not Finished,2,417597.38
Tsawwassen,2008,Summer,Townhouse,5,3,2000,2018.0,Double,4853,8058,Finished,1,981751.84
Tsawwassen,2008,Fall,Condo,5,1,2018,,Triple,1550,6647,Not Finished,1,1236198.9
Tsawwassen,2008,Winter,Duplex,1,2,1987,,Triple,2915,7394,Not Finished,0,1489131.52
Tsawwassen,2009,Spring,House,5,2,1987,2007.0,Single,2832,7351,Not Finished,2,3258115.66
Tsawwassen,2009,Summer,House,3,3,2000,2010.0,Single,4086,4395,Finished,2,3535111.81
Tsawwassen,2009,Fall,Triplex,2,1,2002,,Single,4340,7759,Finished,0,2140459.62
Tsawwassen,2009,Winter,Townhouse,1,1,1989,,Single,1459,4224,Not Finished,0,1962888.16
Tsawwassen,2010,Spring,Triplex,2,1,1995,2021.0,Triple,3795,8228,Not Finished,0,3163921.26
Tsawwassen,2010,Summer,Condo,2,1,1976,,Single,1085,1904,Finished,2,1559348.56
Tsawwassen,2010,Fall,Duplex,2,2,1995,2012.0,Single,1270,7321,Not Finished,2,2497604.0
Tsawwassen,2010,Winter,Duplex,5,1,1972,,Triple,821,5170,Not Finished,1,1827350.52
Tsawwassen,2011,Spring,House,3,1,1959,,Triple,3384,9777,Not Finished,2,3787173.0
Tsawwassen,2011,Summer,Triplex,1,3,1988,,Double,3440,8021,Finished,1,2404717.471
Tsawwassen,2011,Fall,Duplex,5,2,1960,2013.0,None,3595,5292,Finished,0,1391575.09
Tsawwassen,2011,Winter,Triplex,3,3,1991,2018.0,None,3708,3272,Finished,0,1974498.72
Tsawwassen,2012,Spring,Triplex,5,1,1983,,Double,3941,8251,Not Finished,0,3213317.01
Tsawwassen,2012,Summer,Triplex,1,1,2017,,Single,3244,7523,Not Finished,0,2928620.73
Tsawwassen,2012,Fall,Condo,4,3,1984,2019.0,Double,3880,8644,Finished,2,909132.97
Tsawwassen,2012,Winter,House,1,3,1990,,None,2701,3420,Finished,2,4061908.65
Tsawwassen,2013,Spring,Duplex,1,2,1998,,Triple,3222,5848,Finished,2,3232393.66
Tsawwassen,2013,Summer,House,4,2,1999,,Single,1259,2489,Not Finished,1,4819549.14
Tsawwassen,2013,Fall,House,1,2,1996,,Double,1691,7305,Finished,1,2153485.7
Tsawwassen,2013,Winter,Triplex,1,1,1988,2017.0,Double,4525,1173,Not Finished,1,2311982.97
Tsawwassen,2014,Spring,Triplex,1,1,1974,1984.0,None,2802,1795,Finished,1,3578137.93
Tsawwassen,2014,Summer,House,3,1,1974,,Single,1009,4047,Not Finished,2,3310051.34
Tsawwassen,2014,Fall,Townhouse,5,1,1981,2018.0,Triple,2028,2680,Finished,0,1298793.93
Tsawwassen,2014,Winter,House,2,2,2010,2023.0,None,3555,3060,Not Finished,1,4076392.95
Tsawwassen,2015,Spring,Townhouse,2,1,1989,2018.0,Single,2293,7048,Finished,1,1791076.95
Tsawwassen,2015,Summer,Condo,4,1,2014,,Triple,819,6458,Finished,0,514043.94
Tsawwassen,2015,Fall,Condo,1,3,1965,,Triple,1383,8904,Not Finished,2,1317770.86
Tsawwassen,2015,Winter,Townhouse,5,3,1964,1976.0,Double,1787,5579,Finished,0,1036653.77
Tsawwassen,2016,Spring,Duplex,5,1,1975,2010.0,None,3284,1400,Not Finished,2,3670747.77
Tsawwassen,2016,Summer,Triplex,3,3,2002,,Double,2245,2986,Not Finished,1,1971188.18
Tsawwassen,2016,Fall,Condo,1,2,1965,,None,3685,9398,Finished,0,1041960.99
Tsawwassen,2016,Winter,Duplex,4,1,1978,,Double,2014,3826,Finished,1,1716328.77
Tsawwassen,2017,Spring,Townhouse,3,3,1963,,Single,3898,3944,Not Finished,1,2376131.92
Tsawwassen,2017,Summer,Triplex,4,3,1959,2018.0,Triple,1788,5592,Not Finished,1,2532115.7
Tsawwassen,2017,Fall,Duplex,3,1,1990,2008.0,Single,4994,8475,Not Finished,2,3254617.61
Tsawwassen,2017,Winter,Triplex,4,1,1955,,Triple,1345,4685,Not Finished,2,2343357.24
Tsawwassen,2018,Spring,Condo,3,2,2014,,Triple,1704,6186,Not Finished,1,1050797.08
Tsawwassen,2018,Summer,Townhouse,4,3,2008,2022.0,Single,1020,5420,Not Finished,0,2962307.37
Tsawwassen,2018,Fall,Triplex,3,3,1990,,Triple,4625,2401,Finished,1,2963792.34
Tsawwassen,2018,Winter,Condo,2,1,2008,2020.0,Triple,789,3161,Not Finished,0,1325652.2
Tsawwassen,2019,Spring,Townhouse,2,2,1953,,Triple,1689,3767,Not Finished,2,3458326.69
Tsawwassen,2019,Summer,Townhouse,2,1,1971,1993.0,Triple,2876,1593,Not Finished,1,3068508.89
Tsawwassen,2019,Fall,Condo,2,3,1995,2011.0,Triple,3499,6130,Not Finished,2,1069424.59
Tsawwassen,2019,Winter,Triplex,2,3,2006,2023.0,Single,3273,2408,Finished,2,1865381.85
Tsawwassen,2020,Spring,Condo,4,2,2014,,None,1938,7478,Finished,2,1305476.55
Tsawwassen,2020,Summer,Townhouse,1,1,2016,,Single,3759,3436,Not Finished,1,2843765.1
Tsawwassen,2020,Fall,Condo,2,1,1954,,Single,3203,1772,Not Finished,1,2242057.884
Tsawwassen,2020,Winter,Condo,2,2,1966,1983.0,Double,4395,9169,Not Finished,2,2282702.0519999997
Tsawwassen,2021,Spring,Condo,5,2,2000,2012.0,Single,3254,9696,Finished,1,2771816.346
Tsawwassen,2021,Summer,Townhouse,2,1,1964,1996.0,None,4058,9419,Not Finished,0,4471833.492
Tsawwassen,2021,Fall,House,4,1,1962,,None,833,2814,Not Finished,1,4235147.52
Tsawwassen,2021,Winter,Triplex,2,2,2007,2019.0,Triple,4617,8205,Not Finished,2,2514535.272
Tsawwassen,2022,Spring,Triplex,2,2,1985,,Double,2722,9470,Not Finished,2,5160770.004
Tsawwassen,2022,Summer,Townhouse,5,1,2006,2019.0,Double,4809,6072,Finished,0,4761862.044
Tsawwassen,2022,Fall,House,1,3,2009,,Triple,3630,4806,Not Finished,1,6031040.41
Tsawwassen,2022,Winter,Triplex,1,3,1954,1994.0,Single,2010,5639,Finished,2,4548303.43
Tsawwassen,2023,Spring,Condo,4,3,1955,,Double,601,7110,Not Finished,2,2252154.75
Tsawwassen,2023,Summer,Townhouse,2,3,1983,,None,1972,3014,Finished,2,3655292.89
Tsawwassen,2023,Fall,Duplex,3,2,2011,,Triple,1966,8762,Not Finished,1,2884306.33
Tsawwassen,2023,Winter,Townhouse,2,3,1983,,Triple,2469,3116,Not Finished,0,1088845.2
Uptown,2004,Spring,Townhouse,1,2,2005,,Triple,3738,8777,Finished,1,1044579.4
